file_path,author
/home/aiadmin/Desktop/datasets/bigText/Baker__Henry_E___Henry_Edwin___1859_/21281_TheColoredInventor.txt,Baker__Henry_E___Henry_Edwin___1859_
/home/aiadmin/Desktop/datasets/bigText/Shestov__Lev/57369_AllThingsare.txt,Shestov__Lev
/home/aiadmin/Desktop/datasets/bigText/Gebler__Karl_von/60215_GalileoGalileiand.txt,Gebler__Karl_von
/home/aiadmin/Desktop/datasets/bigText/Jeaffreson__John_Cordy/27785_ABookAbout.txt,Jeaffreson__John_Cordy
/home/aiadmin/Desktop/datasets/bigText/Smith__Francis_Asbury/27485_TheCriticsVersus.txt,Smith__Francis_Asbury
/home/aiadmin/Desktop/datasets/bigText/Round__John_Horace/62878_GeoffreydeMandeville.txt,Round__John_Horace
/home/aiadmin/Desktop/datasets/bigText/Skinner__Charles_M___Charles_Montgomery_/24732_MythsLegends.txt,Skinner__Charles_M___Charles_Montgomery_
/home/aiadmin/Desktop/datasets/bigText/Plotinus__205__270/42933_PlotinosCompleteWorks.txt,Plotinus__205__270
/home/aiadmin/Desktop/datasets/bigText/Pease__Alfred_E___Alfred_Edward___Sir/36830_TheBadgerA.txt,Pease__Alfred_E___Alfred_Edward___Sir
/home/aiadmin/Desktop/datasets/bigText/Ball__W__P___William_Platt_/26438_AretheEffects.txt,Ball__W__P___William_Platt_
/home/aiadmin/Desktop/datasets/bigText/Bevan__William__1864_/32392_NotesonAgriculture.txt,Bevan__William__1864_
/home/aiadmin/Desktop/datasets/bigText/Gamble__Eliza_Burt/639_TheGodIdeaof.txt,Gamble__Eliza_Burt
/home/aiadmin/Desktop/datasets/bigText/Sands__Nathaniel/30296_ThePhilosophyof.txt,Sands__Nathaniel
/home/aiadmin/Desktop/datasets/bigText/Brawley__Benjamin_Griffith/35256_YourNegroNeighbor.txt,Brawley__Benjamin_Griffith
/home/aiadmin/Desktop/datasets/bigText/Brawley__Benjamin_Griffith/12101_ASocialHistory.txt,Brawley__Benjamin_Griffith
/home/aiadmin/Desktop/datasets/bigText/Shelley__Percy_Bysshe/38727_AVindicationof.txt,Shelley__Percy_Bysshe
/home/aiadmin/Desktop/datasets/bigText/Morgan__J__H___John_Hartman_/52679_GermanAtrocitiesAn.txt,Morgan__J__H___John_Hartman_
/home/aiadmin/Desktop/datasets/bigText/Lingley__Charles_Ramsdell/9868_TheUnitedStates.txt,Lingley__Charles_Ramsdell
/home/aiadmin/Desktop/datasets/bigText/Knowlton__Frank_Hall/63519_FossilForestsof.txt,Knowlton__Frank_Hall
/home/aiadmin/Desktop/datasets/bigText/Bury__G__Wyman__George_Wyman___1874_/26981_PanIslam.txt,Bury__G__Wyman__George_Wyman___1874_
/home/aiadmin/Desktop/datasets/bigText/Alger__John_Goldworth/70408_NapoleonsBritishvisitors.txt,Alger__John_Goldworth
/home/aiadmin/Desktop/datasets/bigText/Tout__T__F___Thomas_Frederick_/61419_TheEmpireand.txt,Tout__T__F___Thomas_Frederick_
/home/aiadmin/Desktop/datasets/bigText/Tout__T__F___Thomas_Frederick_/16679_Thehistoryof.txt,Tout__T__F___Thomas_Frederick_
/home/aiadmin/Desktop/datasets/bigText/Evans__John/51960_TheAncientStone.txt,Evans__John
/home/aiadmin/Desktop/datasets/bigText/Blossom__Thomas/22812_ThePostalService.txt,Blossom__Thomas
/home/aiadmin/Desktop/datasets/bigText/Irvine__Leigh_H___Leigh_Hadley_/41289_TheMagazineStyleCode.txt,Irvine__Leigh_H___Leigh_Hadley_
/home/aiadmin/Desktop/datasets/bigText/Thorndike__Ashley_Horace/38711_Tragedy.txt,Thorndike__Ashley_Horace
/home/aiadmin/Desktop/datasets/bigText/Einstein__Albert/7333_SidelightsonRelativity.txt,Einstein__Albert
/home/aiadmin/Desktop/datasets/bigText/Einstein__Albert/66944_ThePrincipleof.txt,Einstein__Albert
/home/aiadmin/Desktop/datasets/bigText/Williams__Archibald/14664_ThingsToMake.txt,Williams__Archibald
/home/aiadmin/Desktop/datasets/bigText/Chandler__Henry_W___Henry_William_/37850_Remarksonthe.txt,Chandler__Henry_W___Henry_William_
/home/aiadmin/Desktop/datasets/bigText/Chandler__Henry_W___Henry_William_/48548_Furtherremarkson.txt,Chandler__Henry_W___Henry_William_
/home/aiadmin/Desktop/datasets/bigText/Beadnell__H__J__L___Hugh_John_Llewellyn_/70461_AnEgyptianoasis.txt,Beadnell__H__J__L___Hugh_John_Llewellyn_
/home/aiadmin/Desktop/datasets/bigText/Norgate__Kate/68347_Englandunderthe.txt,Norgate__Kate
/home/aiadmin/Desktop/datasets/bigText/Nilsson__Martin_P___Martin_Persson_/64768_PrimitiveTimereckoning.txt,Nilsson__Martin_P___Martin_Persson_
/home/aiadmin/Desktop/datasets/bigText/Russell__Israel_C___Cook_/36024_NorthAmerica.txt,Russell__Israel_C___Cook_
/home/aiadmin/Desktop/datasets/bigText/Bettany__G__T___George_Thomas_/69406_EminentdoctorsTheir.txt,Bettany__G__T___George_Thomas_
/home/aiadmin/Desktop/datasets/bigText/Dalquest__Walter_Woelber/34303_ANewBat.txt,Dalquest__Walter_Woelber
/home/aiadmin/Desktop/datasets/bigText/Dalquest__Walter_Woelber/34532_ASynopsisof.txt,Dalquest__Walter_Woelber
/home/aiadmin/Desktop/datasets/bigText/Dalquest__Walter_Woelber/34311_GeographicRangeof.txt,Dalquest__Walter_Woelber
/home/aiadmin/Desktop/datasets/bigText/Dalquest__Walter_Woelber/34411_PipistrelluscinnamomeusMiller.txt,Dalquest__Walter_Woelber
/home/aiadmin/Desktop/datasets/bigText/Schroeder__Henry/68326_Historyofelectric.txt,Schroeder__Henry
/home/aiadmin/Desktop/datasets/bigText/Ebbinghaus__Hermann/52823_Psychologyanelementary.txt,Ebbinghaus__Hermann
/home/aiadmin/Desktop/datasets/bigText/Ditchfield__P__H___Peter_Hampson_/8485_BooksFatalto.txt,Ditchfield__P__H___Peter_Hampson_
/home/aiadmin/Desktop/datasets/bigText/Huddilston__John_H___John_Homer_/65461_GreekTragedyin.txt,Huddilston__John_H___John_Homer_
/home/aiadmin/Desktop/datasets/bigText/Baker__R__G___Robert_George_/67031_ALetterto.txt,Baker__R__G___Robert_George_
/home/aiadmin/Desktop/datasets/bigText/Blease__W__Lyon__Walter_Lyon_/34713_AShortHistory.txt,Blease__W__Lyon__Walter_Lyon_
/home/aiadmin/Desktop/datasets/bigText/Blunt__Anne__Lady/42215_APilgrimageto.txt,Blunt__Anne__Lady
/home/aiadmin/Desktop/datasets/bigText/Marlatt__C__L_/63225_TheBedbug1916.txt,Marlatt__C__L_
/home/aiadmin/Desktop/datasets/bigText/Marlatt__C__L_/63229_TheBedbug1934.txt,Marlatt__C__L_
/home/aiadmin/Desktop/datasets/bigText/Ranke__Leopold_von/28546_Ahistoryof.txt,Ranke__Leopold_von
/home/aiadmin/Desktop/datasets/bigText/Council_of_Women_for_Home_Missions/55955_PortsofEntry.txt,Council_of_Women_for_Home_Missions
/home/aiadmin/Desktop/datasets/bigText/Prakashananda__Swami/41319_TheInnerConsciousness.txt,Prakashananda__Swami
/home/aiadmin/Desktop/datasets/bigText/Edguard__David__1502__1542_/59357_IntroductiontoAnatomy.txt,Edguard__David__1502__1542_
/home/aiadmin/Desktop/datasets/bigText/Dreiser__Theodore/61043_TheColorof.txt,Dreiser__Theodore
/home/aiadmin/Desktop/datasets/bigText/Heath__Sidney__1872_/24635_Exeter.txt,Heath__Sidney__1872_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/31360_Anthropology.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/30061_TheReligiousSentiment.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/53130_AGuideBookof.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/9188_AboriginalAmericanAuthors.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/31351_ARecordof.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/19347_TheMythsof.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/57540_APrimerof.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/31610_TheBooksof.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/29554_AnEthnologistsView.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/62259_TheBasisof.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/57071_ThePursuitof.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/38352_TheAncientPhonetic.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/32552_AmericanLanguagesand.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Brinton__Daniel_G___Daniel_Garrison_/36646_ThePhilosophicGrammar.txt,Brinton__Daniel_G___Daniel_Garrison_
/home/aiadmin/Desktop/datasets/bigText/Holland__Thomas_Erskine/14447_LetterstoThe.txt,Holland__Thomas_Erskine
/home/aiadmin/Desktop/datasets/bigText/Denis__Hector/45824_SocialComptabilism.txt,Denis__Hector
/home/aiadmin/Desktop/datasets/bigText/Prince__Morton/69930_Theunconscious.txt,Prince__Morton
/home/aiadmin/Desktop/datasets/bigText/Warder__Geo__W___George_Woodward___1848_/36343_TheUniversea.txt,Warder__Geo__W___George_Woodward___1848_
/home/aiadmin/Desktop/datasets/bigText/Smith__Edgar_Fahs/24706_JamesCutbushan.txt,Smith__Edgar_Fahs
/home/aiadmin/Desktop/datasets/bigText/Bell__Gertrude_Lowthian/51664_PalaceandMosque.txt,Bell__Gertrude_Lowthian
/home/aiadmin/Desktop/datasets/bigText/Clephan__R__Coltman__Robert_Coltman_/59209_TheDefensiveArmour.txt,Clephan__R__Coltman__Robert_Coltman_
/home/aiadmin/Desktop/datasets/bigText/Cobbe__Frances_Power/64021_TheScientificSpirit.txt,Cobbe__Frances_Power
/home/aiadmin/Desktop/datasets/bigText/Laughlin__Clara_E___Clara_Elizabeth_/17511_FochtheMan.txt,Laughlin__Clara_E___Clara_Elizabeth_
/home/aiadmin/Desktop/datasets/bigText/Atteridge__A__Hilliard__Andrew_Hilliard____1941/25088_FamousSeaFights.txt,Atteridge__A__Hilliard__Andrew_Hilliard____1941
/home/aiadmin/Desktop/datasets/bigText/Taggart__J__A___James_Arthur_/70517_Thegluebook.txt,Taggart__J__A___James_Arthur_
/home/aiadmin/Desktop/datasets/bigText/Gosse__Philip_Henry/49022_AYearat.txt,Gosse__Philip_Henry
/home/aiadmin/Desktop/datasets/bigText/Gosse__Philip_Henry/39910_OmphalosAnAttempt.txt,Gosse__Philip_Henry
/home/aiadmin/Desktop/datasets/bigText/American_Chemical_Society/61462_Standardmethodsfor.txt,American_Chemical_Society
/home/aiadmin/Desktop/datasets/bigText/Bardsley__Charles_Wareing_Endell/51739_TheRomanceof.txt,Bardsley__Charles_Wareing_Endell
/home/aiadmin/Desktop/datasets/bigText/Bardsley__Charles_Wareing_Endell/39284_CuriositiesofPuritan.txt,Bardsley__Charles_Wareing_Endell
/home/aiadmin/Desktop/datasets/bigText/Elfer__William_André/40157_Breedingminksin.txt,Elfer__William_André
/home/aiadmin/Desktop/datasets/bigText/Joly__Norman_F_/66_TheDawnof.txt,Joly__Norman_F_
/home/aiadmin/Desktop/datasets/bigText/Birnbaum__Max__1862_/27181_ProfKochsMethod.txt,Birnbaum__Max__1862_
/home/aiadmin/Desktop/datasets/bigText/Williams___Norgate/33006_TheHomeUniversity.txt,Williams___Norgate
/home/aiadmin/Desktop/datasets/bigText/Moss__Edward_George_Britton/33987_BeautifulShellsof.txt,Moss__Edward_George_Britton
/home/aiadmin/Desktop/datasets/bigText/Van_der_Veldt__James_Herman__1893_/61799_TheEcclesiasticalOrders.txt,Van_der_Veldt__James_Herman__1893_
/home/aiadmin/Desktop/datasets/bigText/Beesly__Edward_Spencer/50982_QueenElizabeth.txt,Beesly__Edward_Spencer
/home/aiadmin/Desktop/datasets/bigText/Wolf__Lucien/35711_Themythof.txt,Wolf__Lucien
/home/aiadmin/Desktop/datasets/bigText/Curie__Marie/61622_TheDiscoveryof.txt,Curie__Marie
/home/aiadmin/Desktop/datasets/bigText/Morton__James_F___James_Ferdinand_/38371_ExemptingtheChurches.txt,Morton__James_F___James_Ferdinand_
/home/aiadmin/Desktop/datasets/bigText/Koch__Theodore_Wesley/46555_TheLibraryAssistants.txt,Koch__Theodore_Wesley
/home/aiadmin/Desktop/datasets/bigText/Baker__Rollin_H___Rollin_Harold_/31063_TwoNewMoles.txt,Baker__Rollin_H___Rollin_Harold_
/home/aiadmin/Desktop/datasets/bigText/Baker__Rollin_H___Rollin_Harold_/42537_TheAvifaunaof.txt,Baker__Rollin_H___Rollin_Harold_
/home/aiadmin/Desktop/datasets/bigText/Baker__Rollin_H___Rollin_Harold_/31448_MammalsfromTamaulipas.txt,Baker__Rollin_H___Rollin_Harold_
/home/aiadmin/Desktop/datasets/bigText/Baker__Rollin_H___Rollin_Harold_/32623_GeographicVariationin.txt,Baker__Rollin_H___Rollin_Harold_
/home/aiadmin/Desktop/datasets/bigText/Baker__Rollin_H___Rollin_Harold_/32159_MammalsfromSoutheastern.txt,Baker__Rollin_H___Rollin_Harold_
/home/aiadmin/Desktop/datasets/bigText/Rush__Benjamin/58861_MedicalInquiriesand.txt,Rush__Benjamin
/home/aiadmin/Desktop/datasets/bigText/Rush__Benjamin/58860_MedicalInquiriesand.txt,Rush__Benjamin
/home/aiadmin/Desktop/datasets/bigText/Rush__Benjamin/58862_MedicalInquiriesand.txt,Rush__Benjamin
/home/aiadmin/Desktop/datasets/bigText/Jaggar__Thomas_Augustus/69830_Myexperimentswith.txt,Jaggar__Thomas_Augustus
/home/aiadmin/Desktop/datasets/bigText/Saint_Saëns__Camille/30412_OntheExecution.txt,Saint_Saëns__Camille
/home/aiadmin/Desktop/datasets/bigText/Bevan__E__J___Edward_John_/56679_ATextbookof.txt,Bevan__E__J___Edward_John_
/home/aiadmin/Desktop/datasets/bigText/Bevan__E__J___Edward_John_/22620_ResearchesonCellulose.txt,Bevan__E__J___Edward_John_
/home/aiadmin/Desktop/datasets/bigText/Snell__F__J___Frederick_John_/19004_TheCustomsof.txt,Snell__F__J___Frederick_John_
/home/aiadmin/Desktop/datasets/bigText/Hobson__R__L___Robert_Lockhart_/67970_Chinesepotteryand.txt,Hobson__R__L___Robert_Lockhart_
/home/aiadmin/Desktop/datasets/bigText/Dastre__A___Albert_/65699_Lifeanddeath.txt,Dastre__A___Albert_
/home/aiadmin/Desktop/datasets/bigText/Clarke__A__Mason/53785_TheViolinand.txt,Clarke__A__Mason
/home/aiadmin/Desktop/datasets/bigText/Mills__Wesley/19880_Voiceproductionin.txt,Mills__Wesley
/home/aiadmin/Desktop/datasets/bigText/Brinton__J__Y___Jasper_Yeates_/53541_TheLawof.txt,Brinton__J__Y___Jasper_Yeates_
/home/aiadmin/Desktop/datasets/bigText/Sangster__William/6674_UmbrellasandTheir.txt,Sangster__William
/home/aiadmin/Desktop/datasets/bigText/Oregon_Historical_Society/56964_TheQuarterlyof.txt,Oregon_Historical_Society
/home/aiadmin/Desktop/datasets/bigText/Oregon_Historical_Society/55969_TheQuarterlyof.txt,Oregon_Historical_Society
/home/aiadmin/Desktop/datasets/bigText/Elmslie__W__A__L___William_Alexander_Leslie_/60228_StudiesinLife.txt,Elmslie__W__A__L___William_Alexander_Leslie_
/home/aiadmin/Desktop/datasets/bigText/Gage__Harry_Lawrence/30804_AppliedDesignfor.txt,Gage__Harry_Lawrence
/home/aiadmin/Desktop/datasets/bigText/Pirenne__Henri/32252_TheStagesin.txt,Pirenne__Henri
/home/aiadmin/Desktop/datasets/bigText/Fosdick__Harry_Emerson/40482_TheMeaningof.txt,Fosdick__Harry_Emerson
/home/aiadmin/Desktop/datasets/bigText/Roberts__James_A___James_Arthur_/40531_ACenturyin.txt,Roberts__James_A___James_Arthur_
/home/aiadmin/Desktop/datasets/bigText/Butler__Samuel/6605_UnconsciousMemory.txt,Butler__Samuel
/home/aiadmin/Desktop/datasets/bigText/Butler__Samuel/2513_GodtheKnown.txt,Butler__Samuel
/home/aiadmin/Desktop/datasets/bigText/Butler__Samuel/12651_TheHumourof.txt,Butler__Samuel
/home/aiadmin/Desktop/datasets/bigText/Straker__F___Frederick_/61605_TheMoneyMarket.txt,Straker__F___Frederick_
/home/aiadmin/Desktop/datasets/bigText/Chatburn__George_R_/66482_HighwaysandHighway.txt,Chatburn__George_R_
/home/aiadmin/Desktop/datasets/bigText/Williamson__Robert_Wood/17910_TheMafuluMountain.txt,Williamson__Robert_Wood
/home/aiadmin/Desktop/datasets/bigText/Darwin__Erasmus/15707_ZoonomiaOrthe.txt,Darwin__Erasmus
/home/aiadmin/Desktop/datasets/bigText/Darwin__Erasmus/27600_ZoonomiaOrthe.txt,Darwin__Erasmus
/home/aiadmin/Desktop/datasets/bigText/Henderson__John/55859_TheWestIndies.txt,Henderson__John
/home/aiadmin/Desktop/datasets/bigText/Gehrkens__Karl_Wilson/22392_EssentialsinConducting.txt,Gehrkens__Karl_Wilson
/home/aiadmin/Desktop/datasets/bigText/Gehrkens__Karl_Wilson/19499_MusicNotationand.txt,Gehrkens__Karl_Wilson
/home/aiadmin/Desktop/datasets/bigText/Llewellyn__Llewellyn_J___Llewellyn_Jones___1870__1934/69874_Goutwitha.txt,Llewellyn__Llewellyn_J___Llewellyn_Jones___1870__1934
/home/aiadmin/Desktop/datasets/bigText/Stevenson__William_G_/15644_ThirteenMonthsin.txt,Stevenson__William_G_
/home/aiadmin/Desktop/datasets/bigText/Bisiker__W___William_/46772_AcrossIceland.txt,Bisiker__W___William_
/home/aiadmin/Desktop/datasets/bigText/Carlile__Richard/40211_ChurchReform.txt,Carlile__Richard
/home/aiadmin/Desktop/datasets/bigText/Carlile__Richard/38379_AnAddressto.txt,Carlile__Richard
/home/aiadmin/Desktop/datasets/bigText/Carlile__Richard/38377_TheCharacterof.txt,Carlile__Richard
/home/aiadmin/Desktop/datasets/bigText/Carlile__Richard/40212_ALetterto.txt,Carlile__Richard
/home/aiadmin/Desktop/datasets/bigText/Pitrat__John_Claudius/43630_PaganOriginof.txt,Pitrat__John_Claudius
/home/aiadmin/Desktop/datasets/bigText/Holden__Edward_S___Edward_Singleton_/29031_SirWilliamHerschel.txt,Holden__Edward_S___Edward_Singleton_
/home/aiadmin/Desktop/datasets/bigText/Holden__Edward_S___Edward_Singleton_/23562_StudiesinCentral.txt,Holden__Edward_S___Edward_Singleton_
/home/aiadmin/Desktop/datasets/bigText/Shoghi__Effendi/19298_TheWorldOrder.txt,Shoghi__Effendi
/home/aiadmin/Desktop/datasets/bigText/Tracy__Roger_Sherman/67768_HandbookofSanitary.txt,Tracy__Roger_Sherman
/home/aiadmin/Desktop/datasets/bigText/Rogers__Lindsay/49012_Thepostalpower.txt,Rogers__Lindsay
/home/aiadmin/Desktop/datasets/bigText/Berkley__E_/64705_ThePharaohsand.txt,Berkley__E_
/home/aiadmin/Desktop/datasets/bigText/Eberhard__Wolfram/11367_AHistoryof.txt,Eberhard__Wolfram
/home/aiadmin/Desktop/datasets/bigText/Kennedy__J__M___John_McFarland_/56360_HowtheNations.txt,Kennedy__J__M___John_McFarland_
/home/aiadmin/Desktop/datasets/bigText/Breckinridge__Sophonisba_Preston/41291_NewHomesfor.txt,Breckinridge__Sophonisba_Preston
/home/aiadmin/Desktop/datasets/bigText/Low__David_Allan/39033_AnIntroductionto.txt,Low__David_Allan
/home/aiadmin/Desktop/datasets/bigText/Plaskett__J__S___John_Stanley_/62557_TheDominionAstrophysical.txt,Plaskett__J__S___John_Stanley_
/home/aiadmin/Desktop/datasets/bigText/Gasquet__Francis_Aidan/34923_Breakingwiththe.txt,Gasquet__Francis_Aidan
/home/aiadmin/Desktop/datasets/bigText/Zipperer__Paul___1903/55584_TheManufactureof.txt,Zipperer__Paul___1903
/home/aiadmin/Desktop/datasets/bigText/Agricola__Georg/38015_DeReMetallica.txt,Agricola__Georg
/home/aiadmin/Desktop/datasets/bigText/Milne__John_Stewart/40424_SurgicalInstrumentsin.txt,Milne__John_Stewart
/home/aiadmin/Desktop/datasets/bigText/De_Loach__R__J__H___Robert_John_Henderson___1873_/37811_RambleswithJohn.txt,De_Loach__R__J__H___Robert_John_Henderson___1873_
/home/aiadmin/Desktop/datasets/bigText/Kirkham__Samuel/14070_EnglishGrammarin.txt,Kirkham__Samuel
/home/aiadmin/Desktop/datasets/bigText/Russell__William_Howard__Sir/40948_TheAtlanticTelegraph.txt,Russell__William_Howard__Sir
/home/aiadmin/Desktop/datasets/bigText/Russell__William_Howard__Sir/66495_CanadaitsDefences.txt,Russell__William_Howard__Sir
/home/aiadmin/Desktop/datasets/bigText/Kidder__Frederic/25416_TheAbenakiIndians.txt,Kidder__Frederic
/home/aiadmin/Desktop/datasets/bigText/Strauss__Friedrich/54867_HelonsPilgrimageto.txt,Strauss__Friedrich
/home/aiadmin/Desktop/datasets/bigText/Moser__Isabel_A_/4343_HowandWhen.txt,Moser__Isabel_A_
/home/aiadmin/Desktop/datasets/bigText/Western_Union_Telegraph_Company/62214_Theproposedunion.txt,Western_Union_Telegraph_Company
/home/aiadmin/Desktop/datasets/bigText/Conybeare__John_William_Edward/12910_EarlyBritainRomanBritain.txt,Conybeare__John_William_Edward
/home/aiadmin/Desktop/datasets/bigText/Ekblaw__K__J__T___Karl_John_Theodore_/51639_Implementsheds.txt,Ekblaw__K__J__T___Karl_John_Theodore_
/home/aiadmin/Desktop/datasets/bigText/King__Charles_Cooper/52723_TheStoryof.txt,King__Charles_Cooper
/home/aiadmin/Desktop/datasets/bigText/Franklin__Benjamin/56404_ABookof.txt,Franklin__Benjamin
/home/aiadmin/Desktop/datasets/bigText/Franklin__Benjamin/48137_TheCompleteWorks.txt,Franklin__Benjamin
/home/aiadmin/Desktop/datasets/bigText/Franklin__Benjamin/35508_BenjaminFranklin.txt,Franklin__Benjamin
/home/aiadmin/Desktop/datasets/bigText/Higginbottom__John/23729_AnEssayon.txt,Higginbottom__John
/home/aiadmin/Desktop/datasets/bigText/Ganoe__William_Addleman/71741_TheEnglishof.txt,Ganoe__William_Addleman
/home/aiadmin/Desktop/datasets/bigText/Fletcher__John/49140_StudiesonSlavery.txt,Fletcher__John
/home/aiadmin/Desktop/datasets/bigText/Steiner__Rudolf/24507_ChristianityasMystical.txt,Steiner__Rudolf
/home/aiadmin/Desktop/datasets/bigText/Steiner__Rudolf/55761_ThePhilosophyof.txt,Steiner__Rudolf
/home/aiadmin/Desktop/datasets/bigText/Steiner__Rudolf/39986_TheWayof.txt,Steiner__Rudolf
/home/aiadmin/Desktop/datasets/bigText/Kelsey__Carl/29714_TheNegroFarmer.txt,Kelsey__Carl
/home/aiadmin/Desktop/datasets/bigText/Golder__Frank_Alfred/8465_TheRussianRevolution.txt,Golder__Frank_Alfred
/home/aiadmin/Desktop/datasets/bigText/Boreham__Frank/59180_RubbleandRoseleaves.txt,Boreham__Frank
/home/aiadmin/Desktop/datasets/bigText/Gore__J__Ellard__John_Ellard_/39263_AstronomicalCuriositiesFacts.txt,Gore__J__Ellard__John_Ellard_
/home/aiadmin/Desktop/datasets/bigText/Masani__Rustom_Pestonji/61813_FolkloreofWells.txt,Masani__Rustom_Pestonji
/home/aiadmin/Desktop/datasets/bigText/Smith__George_Adam/27351_JeremiahBeing.txt,Smith__George_Adam
/home/aiadmin/Desktop/datasets/bigText/Smith__George_Adam/50747_TheExpositorsBible.txt,Smith__George_Adam
/home/aiadmin/Desktop/datasets/bigText/Smith__George_Adam/43672_TheExpositorsBible.txt,Smith__George_Adam
/home/aiadmin/Desktop/datasets/bigText/Findley__James_S___James_Smith___1926_/32187_PleistoceneSoricidaefrom.txt,Findley__James_S___James_Smith___1926_
/home/aiadmin/Desktop/datasets/bigText/Findley__James_S___James_Smith___1926_/38356_Speciationofthe.txt,Findley__James_S___James_Smith___1926_
/home/aiadmin/Desktop/datasets/bigText/Findley__James_S___James_Smith___1926_/31088_TaxonomyandDistribution.txt,Findley__James_S___James_Smith___1926_
/home/aiadmin/Desktop/datasets/bigText/Callan__Charles_J___Charles_Jerome_/35354_MoralTheology.txt,Callan__Charles_J___Charles_Jerome_
/home/aiadmin/Desktop/datasets/bigText/Clark__John_Willis/26378_TheCareof.txt,Clark__John_Willis
/home/aiadmin/Desktop/datasets/bigText/Clark__John_Willis/52846_OldFriendsat.txt,Clark__John_Willis
/home/aiadmin/Desktop/datasets/bigText/Clark__John_Willis/19415_Librariesinthe.txt,Clark__John_Willis
/home/aiadmin/Desktop/datasets/bigText/Reed__Ivy_Kellerman/7787_ACompleteGrammar.txt,Reed__Ivy_Kellerman
/home/aiadmin/Desktop/datasets/bigText/Long__Charles_Alan__1936_/31235_NaturalHistoryof.txt,Long__Charles_Alan__1936_
/home/aiadmin/Desktop/datasets/bigText/Farber__Eduard/33766_HistoryofPhosphorus.txt,Farber__Eduard
/home/aiadmin/Desktop/datasets/bigText/Craven__Wesley_Frank/28555_TheVirginiaCompany.txt,Craven__Wesley_Frank
/home/aiadmin/Desktop/datasets/bigText/Farnell__Lewis_Richard/71402_OutlinehistoryofGreek.txt,Farnell__Lewis_Richard
/home/aiadmin/Desktop/datasets/bigText/Farnell__Lewis_Richard/71562_GreeceandBabylon.txt,Farnell__Lewis_Richard
/home/aiadmin/Desktop/datasets/bigText/Caffin__Charles_H___Charles_Henry_/60830_HowtoStudy.txt,Caffin__Charles_H___Charles_Henry_
/home/aiadmin/Desktop/datasets/bigText/Caffin__Charles_H___Charles_Henry_/59694_AmericanMastersof.txt,Caffin__Charles_H___Charles_Henry_
/home/aiadmin/Desktop/datasets/bigText/Roosevelt__Robert_Barnwell/55478_TheGameBirdsof.txt,Roosevelt__Robert_Barnwell
/home/aiadmin/Desktop/datasets/bigText/Colcord__Joanna_C___Joanna_Carver_/15420_BrokenHomesA.txt,Colcord__Joanna_C___Joanna_Carver_
/home/aiadmin/Desktop/datasets/bigText/Frothingham__Octavius_Brooks/37744_RecollectionsandImpressions.txt,Frothingham__Octavius_Brooks
/home/aiadmin/Desktop/datasets/bigText/Frothingham__Octavius_Brooks/38907_TranscendentalisminNew.txt,Frothingham__Octavius_Brooks
/home/aiadmin/Desktop/datasets/bigText/Busbecq__Ogier_Ghislain_de/53629_TheLifeand.txt,Busbecq__Ogier_Ghislain_de
/home/aiadmin/Desktop/datasets/bigText/Thayer__M__Russell__Martin_Russell_/49477_TheGreatVictoryIts.txt,Thayer__M__Russell__Martin_Russell_
/home/aiadmin/Desktop/datasets/bigText/Henry_Carey_Baird___Co_/54752_CatalogueofPractical.txt,Henry_Carey_Baird___Co_
/home/aiadmin/Desktop/datasets/bigText/Henry_Carey_Baird___Co_/53903_CatalogueofPractical.txt,Henry_Carey_Baird___Co_
