source,custom_id,author,index,table_content
Gutenberg,Brace__James_H_-19037_Transactionsofthe.txt-4,Brace James H ,,"TABLE 1.--PROGRESS AND METHODS OF EXCAVATION IN GOOD GROUND. THIRTY-THIRD STREET. ============================================================ 1 2 3 -----------------------------+--------+--------------------+ Type of excavation. Tunnels. Worked from: -----------------------------+--------+--------------------+ Full-sized single tunnel B 1st Ave. shaft. Full-sized single tunnel A 1st Ave. shaft. Full-sized twin tunnel A and B 1st Ave. shaft. Full-sized twin tunnel A and B Intermediate shaft. (West of shaft.) Full-sized twin tunnel A and B Intermediate shaft. (East of shaft.) Full-sized twin tunnel A and B Intermediate shaft. (East of shaft.) Exploration drift A and B Intermediate shaft. (West of shaft.) Twin tunnel. Enlargement A and B West shaft. of exploration drift (East of shaft.) =============================+========+===================== ====================================================================== 4 5 6 7 ----------------------------------+--------+------------+------------+ Length Average DATES. Time tunnel advance ---------------------------------- elapsed, excavated, per day, in in in From To days. linear feet. linear feet. ----------------------------------+--------+------------+------------+ Feb. 28, 1906. May 12, 1906. 74 346 4.7 Feb. 28, 1906. Apr. 30, 1906. 62 255 4.1 Aug. 23, 1906. Jan. 5, 1907. 136 789 5.8 Apr. 4, 1906. Oct. 31, 1906. 210 730 3.5 Apr. 4, 1906. Oct. 31, 1906. 210 783 3.7 Nov. 1, 1906. Dec. 26, 1906. 56 311 5.5 Mar. 1, 1907. July 23, 1907. 145 947 6.5 Sept. 6, 1907. Dec. 4, 1907. 89 603 6.8 ===============+==================+========+============+============= ===================================================== 8 ----------------------------------------------------- Methods and conditions. ----------------------------------------------------- Top heading and bench. Muck loaded by hand. "" "" "" "" "" "" "" "" Top full-width heading and bench. Muck loaded by steam shovel. Working exclusively on this heading. Top center heading and bench. Muck loaded by steam shovel. Working alternately in headings east and west of the shaft. Top center heading and bench. Muck loaded by steam shovel. Working alternately in headings east and west of the shaft. Top full-width heading and bench. Muck loaded by steam shovel working exclusively on this heading. Exploration drift about 9 ft. by 12 ft. Mucking by hand. Fourteen timber bents were placed in March, and seven in April, 1907. Drift excavated to full width and bench. Muck loaded by steam shovel. ===================================================== THIRTY-SECOND STREET. ============================================================ 1 2 3 -----------------------------+--------+--------------------+ Type of excavation. Tunnels. Worked from: -----------------------------+--------+--------------------+ Full-sized single tunnel C 1st Ave. shaft. Full-sized single tunnel D 1st Ave. shaft. Full-sized twin tunnel C and D 1st Ave. shaft. Narrowed twin tunnel C Intermediate shaft. (East of shaft.) Narrowed twin tunnel C Intermediate shaft. (East of shaft.) Full-sized twin tunnel C and D Intermediate shaft. (West of shaft.) Exploration drift C and D Intermediate shaft. (West of shaft.) Twin tunnel. Enlargement } C and D { Eastward from of exploration drift } { open cut. Twin tunnel. Enlargement } C and D { Eastward from of exploration drift } { open cut. =============================+========+===================== ==================================+========+============+============= 4 5 6 7 ----------------------------------+--------+------------+------------+ Length Average DATES. Time tunnel advance ---------------------------------- elapsed, excavated, per day, in in in From To days. linear feet. linear feet. ----------------------------------+--------+------------+------------+ Jan. 25, 1906. Apr. 30, 1906. 95 367 3.9 Jan. 27, 1906. Apr. 30, 1906. 93 354 3.8 {May. 22, 1906. July 24, 1906.} 173 810 4.7 {Aug. 11, 1906. Nov. 29, 1906. } Mar. 19, 1906. May 28, 1906. 70 58 0.8 {May 29, 1906. July 3, 1906.} 208 1,206 5.8 {July 18, 1906. July 31, 1906. } {Aug. 12, 1906. Nov. 23, 1906. } {Jan. 15, 1907. Feb. 5, 1907. } {Feb. 17, 1907. Mar. 21, 1907. } Dec. 1, 1905. May. 10, 1906. 161 225 1.4 Feb. 1, 1907. Sept.13, 1907. 225 1,033 4.6 }Feb. 1, 1908. Feb. 14, 1908. 14 65 4.6 } }Feb. 15, 1908. Apr. 14, 1908. 59 524 8.9 } ======================================================================  ======================================================= 8 ------------------------------------------------------- Methods and conditions. ------------------------------------------------------- Top heading and bench. Muck loaded by hand. "" "" "" "" "" "" "" "" Double heading and bench. Muck loaded by steam shovel. Stretches aggregating 200 ft. narrowed to about 25 ft. and later enlarged are included. Excavation about 30 ft. wide. Top full-width heading and bench. Muck loaded by hand. Steam shovel not installed. Excavation about 30 to 35 ft. wide. Top full-width by hand and part by steam shovel. Double heading and bench. Part of the muck handled by hand and part by steam shovel. Exploration drift about 10 ft. by 13 in. Muck loaded by hand. 14 ft. timbered. At portal of twin tunnels. Drift excavated to full width and bench. Muck loaded by hand. 12 ft. timbered. Drift excavated to full width and bench. Muck loaded by steam shovel. Full-width tunnel timbered for 26 ft. independently of the main excavation. ======================================================="
Gutenberg,Brace__James_H_-19037_Transactionsofthe.txt-1,Brace James H ,,"TABLE 1.--PROGRESS AND METHODS OF EXCAVATION IN GOOD GROUND. THIRTY-THIRD STREET. ============================================================ 1 2 3 -----------------------------+--------+--------------------+ Type of excavation. Tunnels. Worked from: -----------------------------+--------+--------------------+ Full-sized single tunnel B 1st Ave. shaft. Full-sized single tunnel A 1st Ave. shaft. Full-sized twin tunnel A and B 1st Ave. shaft. Full-sized twin tunnel A and B Intermediate shaft. (West of shaft.) Full-sized twin tunnel A and B Intermediate shaft. (East of shaft.) Full-sized twin tunnel A and B Intermediate shaft. (East of shaft.) Exploration drift A and B Intermediate shaft. (West of shaft.) Twin tunnel. Enlargement A and B West shaft. of exploration drift (East of shaft.) =============================+========+===================== ====================================================================== 4 5 6 7 ----------------------------------+--------+------------+------------+ Length Average DATES. Time tunnel advance ---------------------------------- elapsed, excavated, per day, in in in From To days. linear feet. linear feet. ----------------------------------+--------+------------+------------+ Feb. 28, 1906. May 12, 1906. 74 346 4.7 Feb. 28, 1906. Apr. 30, 1906. 62 255 4.1 Aug. 23, 1906. Jan. 5, 1907. 136 789 5.8 Apr. 4, 1906. Oct. 31, 1906. 210 730 3.5 Apr. 4, 1906. Oct. 31, 1906. 210 783 3.7 Nov. 1, 1906. Dec. 26, 1906. 56 311 5.5 Mar. 1, 1907. July 23, 1907. 145 947 6.5 Sept. 6, 1907. Dec. 4, 1907. 89 603 6.8 ===============+==================+========+============+============="
Gutenberg,Brace__James_H_-18722_Transactionsofthe.txt-7,Brace James H ,,"TABLE 2.--RATE OF PROGRESS, NATURE OF MATERIALS, AND METHODS ADOPTED IN CONSTRUCTION OF EAST RIVER TUNNELS. LINE A, LONG ISLAND. --------------+-----------------+-------------------+-------------------------+ Station: Date: ---------+---------+------------+------------+ Material. Method. From To From To --------------+-----------------+---------+---------+------------+------------+ All rock Bottom heading 69+39.9 69+79 Aug. 2, '06 Sept 25, '06 All rock Center heading 69+79 70+64 Sept 25, '06 Nov. 21, '06 Earth and rock Center heading 70+64 71+34 Nov. 21, '06 Dec. 30, '06 Earth and rock Bottom heading 71+34 71+89 Dec. 30, '06 Feb. 13, '07 All rock Bottom heading 71+89 72+11 Feb. 13, '07 Feb. 21, '07 Earth and rock Center heading 72+11 72+67 Feb. 21, '07 Mar. 19, '07 All rock Center heading 72+67 76+54 Mar. 19, '07 Sept 6, '07 Earth and rock Going out of rock 76+54 77+24 Sept 6, '07 Oct. 4, '07 All earth Soft ground 77+24 90+57.3 Oct. 4, '07 Mar. 26, '08 --------------+-----------------+---------+---------+------------+------------+ --------------+------+--------+--------+--------------------------------------+ Rate of Number progress of Linear in feet Material. days. feet. per day. Remarks --------------+------+--------+--------+--------------------------------------+ All rock 54 39.1 0.724 All rock 57 85 1.49 Earth and rock 39 70 1.79 Earth and rock 45 55 1.22 All rock 8 22 2.75 Earth and rock 26 56 2.15 All rock 171 387 2.26 Earth and rock 28 70 2.50 All earth 174 1,333.3 7.66 --------------+------+--------+--------+--------------------------------------+ LINE B, LONG ISLAND. --------------+-----------------+-------------------+-------------------------+ Station: Date: ---------+---------+------------+------------+ Material. Method. From To From To --------------+-----------------+---------+---------+------------+------------+ All rock Bottom heading 69+29.6 70+46 Oct. 16, '06 Nov. 20, '06 Earth and rock Bottom heading 70+46 71+95 Nov. 20, '06 Feb. 23, '07 All rock Bottom heading 71+95 72+25 Feb. 23, '07 Mar. 6, '07 Earth and rock Center heading 72+25 72+60 Mar. 6, '07 Mar. 24, '07 All rock Going out of rock 72+60 76+57 Mar. 24, '07 Aug. 7, '07 Earth and rock Soft ground 76+57 77+30 Aug. 7, '07 Sept 5, '07 All earth Soft ground 77+30 90+49.6 Sept 5, '07 Mar. 19, '08 --------------+-----------------+---------+---------+------------+------------+ --------------+------+--------+--------+--------------------------------------+ Rate of Number progress of Linear in feet Material. days. feet. per day. Remarks --------------+------+--------+--------+--------------------------------------+ All rock 35 116.4 3.33 Earth and rock 95 149 1.57 All rock 11 30 2.73 Earth and rock 18 35 1.94 All rock 136 397 2.92 Earth and rock 29 73 2.52 All earth 196 1,319.6 6.73 --------------+------+--------+--------+--------------------------------------+ LINE C, LONG ISLAND. --------------+-----------------+-------------------+-------------------------+ Station: Date: ---------+---------+------------+------------+ Material. Method. From To From To --------------+-----------------+---------+---------+------------+------------+ All rock Bottom heading 68+61.9 69+93 June 11, '06 Oct. 16, '06 Earth and rock Bottom heading 69+93 71+65 Oct. 16, '06 Feb. 7, '07 All rock Bottom heading 71+65 71+91 Feb. 7, '07 Feb. 13, '07 All rock Center heading 71+91 75+81 Feb. 13, '07 July 20, '07 Earth and rock Going out of rock 75+81 76+56 July 20, '07 Aug. 25, '07 All earth Soft ground 76+56 90+44.4 Aug. 25, '07 Mar. 17, '08 --------------+-----------------+---------+---------+------------+------------+ --------------+------+--------+--------+--------------------------------------"
Gutenberg,Hedrick__U__P_-29659_ManualofAmerican.txt-15,Hedrick U P ,,"TABLE I.--YIELD OF GRAPES (TONS PER ACRE) IN FERTILIZER EXPERIMENTS ========================================================================= Plat. 5-year No. 1909 1910 1911 1912 1913 avg. -----+-------------------------+------+------+------+------+------+------ Tons Tons Tons Tons Tons Tons 1 Complete fertilizer; lime 4.48 2.10 5.37 3.46 2.14 3.51 2 Complete fertilizer 4.76 2.21 5.71 4.30 2.83 3.96 3 Nitrogen and phosphorus 5.17 2.14 5.61 4.00 2.25 3.83 4 Nitrogen and potash 4.25 2.55 5.64 4.10 2.85 3.87 5 Phosphorus and potash 3.41 2.00 5.44 4.35 1.78 3.39 6 Check 3.38 2.10 5.32 3.60 1.24 3.12 7 Complete fertilizer; lime 4.69 2.38 5.62 4.80 3.04 4.10 8 Complete fertilizer 4.66 2.07 5.71 4.98 2.72 4.02 9 Nitrogen and phosphorus 4.99 2.04 5.35 4.89 2.61 3.97 10 Nitrogen and potash 4.79 2.26 5.91 4.89 3.07 4.18 11 Phosphorus and potash 4.99 1.87 5.03 4.21 1.97 3.61 ========================================================================= TABLE II.--AVERAGE INCREASE IN GRAPE YIELDS AND AVERAGE FINANCIAL GAIN FROM FERTILIZER APPLICATIONS N = nitrogen, P = phosphorus, K = potassium, Ca = lime. Gains in tons per acre. ======================================================================== N, P, N, P, N, P. N, K. P, K. K, Ca. K. ----------------------+---------+---------+---------+---------+--------- Tons Tons Tons Tons Tons First plat of pair 3.51 3.96 3.83 3.87 3.39 Second plat of pair 4.10 4.02 3.97 4.18 3.61 ---------+---------+---------+---------+--------- Average 3.80 3.97 3.90 4.02 3.50 Check plat 3.12 3.12 3.12 3.12 3.12 ---------+---------+---------+---------+--------- Average gain .68 .85 .78 .90 .38 Average financial gain $5.82 $13.84 $14.05 $18.54 $6.99 ========================================================================"
Gutenberg,Hedrick__U__P_-29659_ManualofAmerican.txt-15,Hedrick U P ,,"TABLE III.--COMPARATIVE PRODUCTION OF LEAVES, WOOD AND FRUITING CANES ON GRAPE VINES DIFFERENTLY FERTILIZED (Averages for three years.) ======================================================================= FERTILIZER APPLICATION LEAF WOOD FRUITING WEIGHT PRUNED CANES LEFT ----------------------------+------------+------------+---------------- Grams. Lbs. Complete fertilizer; lime 1,033 1,295 2,468 Complete fertilizer 1,010 1,367 2,609 Nitrogen and phosphorus 1,047 1,272 2,585 Nitrogen and potassium 1,069 1,401 2,646 Phosphorus and potassium 964 1,086 2,326 Check 930 915 2,110 ======================================================================="
Gutenberg,Dean__Arthur_D___Arthur_Davis___1872_-46365_OurSchoolsin.txt-8,Dean Arthur D  Arthur Davis  1872 ,,"ACCEPTED REJECTED TOTAL +---------+----------+---------+---------- NUMBER OF Per cent Per cent APPLICANTS Number of total Number of total applicants applicants --------------------+----------+---------+----------+---------+---------- Total for five years 747,704 157,043 21 590,661 79 ====================+==========+=========+==========+=========+=========="
Gutenberg,Porter__Robert_P___Robert_Percival_-41463_IndustrialCuba.txt-3,Porter Robert P  Robert Percival ,,"REVENUE OF JAMAICA, 1896-97 REVENUE. Pounds. Dollars. Customs 321,780 1,608,900 Excise 122,735 613,675 Licences 732 3,660 Stamps 23,947 119,735 Post-Office 24,072 120,360 Telegraph 5,364 26,820 Tax on Stock Court Fees 8,284 41,420 Tax in lieu of Education Fees 11,243 56,215 Fines, etc. 4,412 22,060 Jamaica Railway 208 1,040 Reimbursements 35,969 179,845 Miscellaneous 13,992 69,960 Revenues now appropriated 181,663 908,315 Interest on Sinking Funds 14,199 70,995 Savings Bank 3,927 19,635 ------- --------- Total 773,527 3,867,635 IMMIGRATION REVENUE. Capitation Tax, etc., Laws 7 of 1878 and 14 of 1891, 1,476 7,380 Miscellaneous 205 1,025 ----- -----"
Gutenberg,Stevens__William_Oliver-24797_AHistoryof.txt-6,Stevens William Oliver,,"BRITISH GERMAN Displace- Displace- Name Armor ment Guns Name Armor ment Guns Queen Mary 9"" 26,350 8 13.5"" Lützow 13"" 26,180 8 12"" Lion 9"" 26,350 8 13.5"" Derfflinger 13"" 26,180 8 12"" Tiger 9"" 28,500 8 13.5"" Seydlitz 11"" 24,610 10 11"" Princess Royal 9"" 28,350 8 13.5"" Moltke 11"" 22,640 10 11"" Indefatigable 8"" 18,800 8 12"" VonderTann 10"" 19,100 11"" New Zealand 8"" 18,800 8 12"" ------- -------"
Gutenberg,Arvey__M__Dale__Martin_Dale___1915_-34556_Phylogenyofthe.txt-11,Arvey M Dale Martin Dale  1915 ,,"MATERIALS The following specimens, numbering 238, and representing each currently recognized species and subspecies, were used in the study, and were supplemented by observation in 1947 on specimens in the United States National Museum. ==================================================================== Species or Subspecies Skin Skeleton Alcoholic ----------------------------------------+------+---------+---------- Phainoptila melanoxantha melanoxantha 8 1 2 Phainoptila melanoxantha minor 2 Ptilogonys cinereus cinereus 13 3 4 Ptilogonys cinereus molybdophanes 6 Ptilogonys caudatus 16 3 4 Phainopepla nitens nitens 1 5 Phainopepla nitens lepida 12 5 4 Bombycilla cedrorum 53 27 8 Bombycilla garrula garrula 4 3 Bombycilla garrula centralasiae 9 2 Bombycilla garrula pallidiceps 7 3 2 Bombycilla japonica 10 Dulus dominicus dominicus 9 5 2 Dulus dominicus oviedo 4 1 --------------------------- Totals 153 54 31 --------------------------------------------------------------------"
Gutenberg,Atkinson__George_Francis-64601_ElementaryBotany.txt-5,Atkinson George Francis,,"CONTENT OF 1000 PARTS OF DRY SOLID MATTER. Clover, in Wheat, Wheat, Potato Apples Peas blossom grain straw tubers (the seed) ------------------+----------+------+------+------+------+---------- Ash. 68.3 19.7 53.7 37.7 14.4 27.3 Potash. 21.96 6.14 7.33 22.76 5.14 11.41 Soda. 1.39 0.44 0.74 0.99 3.76 0.26 Lime. 24.06 0.66 3.09 0.97 0.59 1.36 Magnesium. 7.44 2.36 1.33 1.77 1.26 2.17 Ferric Oxide. 0.72 0.26 0.33 0.45 0.2 0.16 Phosphoric Acid. 6.74 9.26 2.58 6.53 1.96 9.95 Sulphuric Acid. 2.06 0.07 1.32 2.45 0.88 0.95 Silica. 1.62 0.42 36.25 0.8 0.62 0.24 Chlorine. 2.66 0.04 0.9 1.17 .... 0.42 ------------------+----------+------+------+------+------+----------"
Gutenberg,Atkinson__George_Francis-64601_ElementaryBotany.txt-14,Atkinson George Francis,,"TABLE SHOWING HOMOLOGIES OF SPOROPHYTE AND GAMETOPHYTE IN ANGIOSPERMS. TERMS CORRESPONDING TO THOSE USED IN PTERIDOPHYTES. COMMON TERMS. Sporophyte { = Higher plant. Spore-bearing part { = Stamens and { carpels. -------------------------------------------------------------------- { {Anther. Sporophyte {Microsporophyll = Stamen {Filament. { {Microsporangium = Pollen sac, { usually { two or four. -------------------------------------------------------------------- {Microspore at maturity = Pollen grain. { usually of 2 or 3 cells { {young male prothallium} { {1. Large cell (part of = Vegetative cell. { antheridium wall?), with { its nucleus surrounded { by wall of spore Male gametophyte {2. Small cell with nucleus, = Generative cell. { no wall, floating in { protoplasm of large cell { is the central cell of { antheridium { (male sexual organ) {Mature male prothallium = Pollen grain { with tube. {Antheridium cell divided, = Paternal cells, { 2 sperm cells or generative { cells. -------------------------------------------------------------------- { {Stigma. {Macrosporophyll = {Carpel or {Style. Sporophyte { {simple pistil {Ovary. { { {Macrosporangium, covered = {Nucellus, covered { by 1 or 2 coats { by 1 or 2 { { coats = ovule. -------------------------------------------------------------------- {Macrospore, cell in end of = Uninuclear state { macrosporangium, does of embryo sac. { not become free, cavity { enlarges {Macrospore divides into { 8 cells to form young { female prothallium = Embryo sac. { Female gametophyte. {Remnant of archegonium, = Maternal cell, { egg (female sexual organ) or germ cell. {Growing part of prothallium = {Two polar nuclei { { fused, making { { endosperm { { nucleus. {Mature female prothallium = {Endosperm, { { developed by { { many divisions { { of endosperm { { nucleus. --------------------------------------------------------------------"
Gutenberg,De_Zafra__Carlos-33535_TheDevelopmentof.txt-3,De Zafra Carlos,,"COAST LAND SERVICE GUNS -------+----------+----------+-------+-------+--------+---------- Muz. Engy. Calibre Wt., lbs. Muz. Vel. Ft. Type of Inches Projectile Ft. Secs. R.P.S. R.P.M. Tons Gun -------+----------+----------+-------+-------+--------+---------- 8 300 1,950 111 6,660 7,907 1888M 10 575 1,975 95 5,700 15,548 1888M 12 1,000 2,100 84 5,040 30,750 1902 16 2,370 1,975 59 3,540 64,084 -------+----------+----------+-------+-------+--------+---------- KRUPP GUNS -------+----------+----------+-------+--------+-------+---------- Muz. Engy. Calibre Wt., lbs. Muz. Vel. Ft. Type of Inches Projectile Ft. Secs. R.P.S. R.P.M. Tons Gun -------+----------+----------+-------+--------+-------+---------- 6 2,600 192 15,520 3,000 222 13,320 8 2,200 133 7,980 10 2,250 108 6,480 12 2,250 90 6,400 -------+----------+----------+-------+--------+-------+----------"
Gutenberg,De_Zafra__Carlos-33535_TheDevelopmentof.txt-5,De Zafra Carlos,,"COAST LAND SERVICE GUNS -------+----------+----------+-------+-------+--------+---------- Muz. Engy. Calibre Wt., lbs. Muz. Vel. Ft. Type of Inches Projectile Ft. Secs. R.P.S. R.P.M. Tons Gun -------+----------+----------+-------+-------+--------+---------- 8 300 1,950 111 6,660 7,907 1888M 10 575 1,975 95 5,700 15,548 1888M 12 1,000 2,100 84 5,040 30,750 1902 16 2,370 1,975 59 3,540 64,084 -------+----------+----------+-------+-------+--------+---------- KRUPP GUNS -------+----------+----------+-------+--------+-------+---------- Muz. Engy. Calibre Wt., lbs. Muz. Vel. Ft. Type of Inches Projectile Ft. Secs. R.P.S. R.P.M. Tons Gun -------+----------+----------+-------+--------+-------+---------- 6 2,600 192 15,520 3,000 222 13,320 8 2,200 133 7,980 10 2,250 108 6,480 12 2,250 90 6,400 -------+----------+----------+-------+--------+-------+----------"
Gutenberg,Humphreys__John_H_-9630_ProportionalRepresentationA.txt-2,Humphreys John H ,,"AUSTRALIA: SENATE ELECTIONS, 1910 State. Votes Polled. Labour Non-Labour Seats Obtained. Votes. Votes. Labour. Non-Labour. Victoria 648,889 692,474 3 -- New South Wales 736,666 735,566 3 -- Queensland 244,292 124,048 3 -- South Australia 171,858 148,626 3 -- Western Australia 128,452 109,565 3 -- Tasmania 92,033 75,115 3 -- --------- ---------"
Gutenberg,Forbes_Lindsay__C__H___1860_-59985_CubaandHer.txt-7,Forbes Lindsay C H  1860 ,,"CHARGEABLE TO THE PLANTERS Expenses per year about $110,000 5% interest on $500,000 25,000 Cutting and hauling 185,000 Loss on transportation, etc. 6,375 Profit for plantation 120,000 -------- $446,375 CHARGEABLE TO MILL 20% expense of yield $180,000 5% interest on $1,000,000 50,000 Net profit 216,875 --------"
Gutenberg,Hubble__Edwin-68428_Extragalacticnebulae.txt-9,Hubble Edwin,,TABLE XVI Difference in Magnitude between Nebulae and Their Brightest Stars ==========+=============+============+=============== N.G.C. m{s} m{T} m{s} m{T} ----------+-------------+------------+--------------- Sb ----------+-------------+------------+--------------- 224 15.5 5.0 10.5 1068 17.5 9.1 8.4 2841 >19.5 9.4 >10.1 3031 18.5 8.3 10.2 3310 >19.0 10.4 > 8.6 3623 >20.0 9.9 >10.1 3627 18.5 9.1 9.4 4438 >19.0 10.3 > 8.7 4450 19.5 10.0 9.5 4736 17.3 8.4 8.9 4826 >19.5 9.2 >10.3 5055 >19.0 9.6 > 9.4 5746 >19.5 10.4 > 9.1 7331 19.0 10.4 8.6 ----------+-------------+------------+--------------- SBb ----------+-------------+------------+--------------- 4699 >19.5 10.0 > 9.5 ----------+-------------+------------+--------------- Sc ----------+-------------+------------+--------------- 253 18.3 9.3 9.0 598 15.6 7.0 8.6 2403 17.3 8.7 8.6 2683 >20.0 9.9 >10.1 2903 19.0 9.1 9.9 4254 18.5 10.4 8.1 4321 18.8 10.5 8.3 4414 >19.5 10.1 > 9.4 4490 18.8 10.2 8.6 5194 17.3 7.4 9.9 5236 18.6 10.4 8.2 5457 17.0 9.9 7.1 ----------+-------------+------------+--------------- Irr. ----------+-------------+------------+--------------- LMC 9.5 0.5 9.0 SMC 12.0 1.5 10.5 3034 >19.5 9.0 >10.5 4449 17.8 9.5 8.3 6822 15.8 8.5 7.3 ----------+-------------+------------+---------------
Gutenberg,Hubble__Edwin-68428_Extragalacticnebulae.txt-6,Hubble Edwin,,TABLE IV Irregular Nebulae ==========+===========+========= N.G.C. m{T} log d ----------+-----------+--------- 2968 12.6 +0.08 3034* 9.0 .85 3077 11.4 .48 3729 11.8 .17 4214* 11.3 .90 4449* 9.5 .65 4618 12.3 +0.40 4656 11.5 +1.30 4753 11.4 +0.43 5144 12.8 .30 5363 11.1 +0.20 ----------+-----------+--------- Mean 11.34 +0.469 ----------+-----------+---------
Gutenberg,Hubble__Edwin-68428_Extragalacticnebulae.txt-6,Hubble Edwin,,"TABLE V Frequency Distribution of Types =========+==========+==============+=========== Type Number Percentage Mean Mag. ---------+----------+--------------+----------- Elliptical Nebulae ---------+----------+--------------+----------- E0 17 18 11.40 1 13 14 11.43 2 14 15 11.52 3 10 11 11.99 4 13 14 11.95 5 6 6 10.97 6 7 8 10.93 7 5 5 11.02 Pec 8 9 11.55 +----------+--------------+----------- Total 93 23* 11.53 ---------+----------+--------------+----------- Normal Spirals ---------+----------+--------------+----------- Sa 49 21 11.69 b 70 29 11.55 c 115 49 11.75 Pec 3 1 12.80 +----------+--------------+----------- Total 237 59* 11.68 ---------+----------+--------------+----------- Barred Spirals ---------+----------+--------------+----------- SBa 26 44 11.66 b 16 27 11.48 c 15 26 11.87 Pec. 2 3 11.70 +----------+--------------+----------- Total 59 15* 11.66 ---------+----------+--------------+----------- Irregular Nebulae ---------+----------+--------------+----------- 11 3* 11.34 ---------+----------+--------------+----------- Totals ---------+----------+--------------+----------- All types 400 100 11.63 ---------+----------+--------------+----------- * Percentages of 400, the total number of nebulae investigated. The percentages of the subtypes refer to the number of nebulae in the particular type. TABLE VI Frequency Distribution of Magnitudes ====================+=========+================ Numbers of Nebulae Magnitude Interval +---------+----------+----- E S All --------------------+---------+----------+----- 8.1 8.5 0 2 2 8.6 9.0 2 4 7 9.1 9.5 4 6 11 9.6 10.0 7 7 19 10.1 10.5 7 13 20 10.6 11.0 8 14 32 11.1 11.5 9 24 49 11.6 12.0 21 57 88 12.1 12.5 20 52 86 12.6 13.0 10 33 51 --------------------+---------+----------+-----"
Gutenberg,Hubble__Edwin-68428_Extragalacticnebulae.txt-6,Hubble Edwin,,TABLE VII ========+============+=========+=========+===== Type m {T}$ log d C* d --------+------------+---------+---------+----- E0 11.40 0.204 10.38 1.2 1 11.43 .177 10.54 1.3 2 11.52 .088 11.08 1.6 3 11.99 .133 11.33 1.8 4 11.95 .011 11.90 2.4 5 10.97 + .090 11.42 1.9 6 10.93 .220 12.03 2.5 7 11.02 .360 12.82 3.7 Sa 11.69 .333 13.35 4.7 b 11.55 .471 13.90 6.0 c 11.74 .540 14.44 7.7 SBa 11.66 .267 13.00 4.0 b 11.48 .317 13.16 4.3 c 11.87 .509 14.41 7.6 Irr 11.34 +0.469 13.68 5.4 ------+- ----------+---------+---------+-----
Gutenberg,Hubble__Edwin-68428_Extragalacticnebulae.txt-2,Hubble Edwin,,TABLE XVIII Numbers of Nebulae to Various Limits ========+===================+===========+======== LOG N* m{T} ---------+--------- O C LOG D O C --------+---------+---------+-----------+-------- 8.5 0.85 0.65 +0.20 5.74 9.0 1.08 0.95 .13 5.84 9.5 1.45 1.25 .20 5.94 10.0 1.73 1.55 .18 6.04 10.5 1.95 1.85 .10 6.14 11.0 2.17 2.15 + .02 6.24 11.5 2.43 2.45 .02 6.34 12.0 2.70 2.75 .05 6.44 16.7 5.48 5.57 0.09 7.38 (18.0) (6.35) (7.64) --------+---------+---------+-----------+--------
Gutenberg,Ferri__Enrico-477_CriminalSociology.txt-1,Ferri Enrico,,"TABLE!} ITALY--1866. FRANCE--1886 ASSIZE COURTS Under 14--18. 28--21. Under j l6--2 Homicide ... ... ... ... p.c. p.c. p.c. p.c. p.c. Murder(and robbery with homicide) 14 I i 10 3 7 6 Parricide ...... ... ... ... -- 5 --8 7 5 9 Infanticide ... ... ... ... -- I --4 -- 6 Imprisonment ... ... ... ... -- -- -- Wilful wounding (followed by death) -- 19 24 -- 3 S Abortion ...... ... ... ... -- -- -- 1-I Rape and indecent assault on adults} -- 1'2 '' '' children} -- lo 7 t 3 7 11 Resistance to and attacks on public functionaries ... ... ... --5 --6 -- 3 Incendiarism -- -- --2 3-7 3 1 False money .. .. .. . 14 -- I 3-7 2 5 Forgery in public and private docu- ments ...... ... ... ... -- 5 --2 -- 2 --1 Extortion, highway robbery with violence ... ... ... ... 14 9 7 -- 3w 6 Specified and simple theft ... 14 19 16 41 51 Unintentional wounding ... 28 5 2 -- -- ---------------------------------------------------------------- Total of condemned and accused 7 179 475 27 641 The French statistics for the tribunals--no complete Italian statistics being available, are as follows:-- FRANCE--1886. CORRECTIONAL TRIBUNALS. le. Female. Offences. Underl6. I6--21 Underl6.1 16--21 per cenl. Per cenc. per cent. per cent. Resistance to authorities ... ... 2 2 2 'I 1 1 Assaults on public functionaries --8 5 --7 4 1 Vagrancy ... ... .-- 4 4 11 2 3 2 S'S Mendicity ... ... ... 4 8 4 12'- 3 6 wilful wounding ... ... ... 5 1 18-5 3@0 11 Unintentional wounding ... 8 7 I Offences against public decency .. 1 6 1 8 3 1 3 > Defamation and abuse - I '2 1 1 1 0 Theft ... ... ... ... ... 57 5 a--4 63 54 3 Frauds on refreshment-house keepers --I 2 I --I 6 Swindling 5 1 2 2.4 3 +2 Breach of confidence ... ... 9 1 3 7 1 2 Injury to crops and plants ... 5 --3 --3 5 Game-law offences .. ... .-- 15 1 14 2 1 l --2 ----------------------------------------------------------------"
Gutenberg,Perry__Edward_Wilkin-55729_BananasNaturesInstitution.txt-4,Perry Edward Wilkin,,"CROPS Yield Value Difference, favor per acre per acre of Bananas -----------------+----------+----------+------------------- Barley, bushels 23.11 $12 34 $93 59 Buckwheat, 16.08 9 69 96 25 Corn, 24.62 9 51 96 43 Oats, 27.19 8 29 97 65 Potatoes, 80.44 39 45 66 49 Rye, 13.30 8 22 97 72 Wheat, 12.78 10 11 95 83 Hay, tons 1.26 10 93 95 01 Tobacco, pounds 797.30 55 81 50 13 -----------------+----------+----------+------------------- General averages $18 28 $87 66 =================+==========+==========+==================="
