custom_id,author,cleaned_text
Nicholson__Meredith-66422_Styleandthe.txt-2,Nicholson Meredith,
Maurice__C__Edmund__Charles_Edmund_-49955_Bohemiafromthe.txt-9,Maurice C Edmund Charles Edmund ,
Maurice__C__Edmund__Charles_Edmund_-49955_Bohemiafromthe.txt-17,Maurice C Edmund Charles Edmund ,
Maurice__C__Edmund__Charles_Edmund_-49955_Bohemiafromthe.txt-14,Maurice C Edmund Charles Edmund ,
Maurice__C__Edmund__Charles_Edmund_-49955_Bohemiafromthe.txt-19,Maurice C Edmund Charles Edmund ,
Ripman__Walter-47382_TheSoundsof.txt-8,Ripman Walter,
Govett__Ernest-36427_ArtPrincipleswith.txt-2,Govett Ernest,
Govett__Ernest-36427_ArtPrincipleswith.txt-4,Govett Ernest,
Govett__Ernest-36427_ArtPrincipleswith.txt-1,Govett Ernest,
Govett__Ernest-36427_ArtPrincipleswith.txt-15,Govett Ernest,
Humphreys__John_H_-9630_ProportionalRepresentationA.txt-8,Humphreys John H ,
Humphreys__John_H_-9630_ProportionalRepresentationA.txt-6,Humphreys John H ,
Humphreys__John_H_-9630_ProportionalRepresentationA.txt-2,Humphreys John H ,
Humphreys__John_H_-9630_ProportionalRepresentationA.txt-1,Humphreys John H ,
Humphreys__John_H_-9630_ProportionalRepresentationA.txt-10,Humphreys John H ,
Duncan__Andrew-68077_Observationsonthe.txt-2,Duncan Andrew,
Duncan__Andrew-68077_Observationsonthe.txt-10,Duncan Andrew,
Duncan__Andrew-68077_Observationsonthe.txt-7,Duncan Andrew,
Duncan__Andrew-68077_Observationsonthe.txt-15,Duncan Andrew,
Duncan__Andrew-68077_Observationsonthe.txt-12,Duncan Andrew,
Buel__Elizabeth_C__Barney__Elizabeth_Cynthia_Barney_-58950_TheTaleof.txt-0,Buel Elizabeth C Barney Elizabeth Cynthia Barney ,
Buel__Elizabeth_C__Barney__Elizabeth_Cynthia_Barney_-58950_TheTaleof.txt-8,Buel Elizabeth C Barney Elizabeth Cynthia Barney ,
Buel__Elizabeth_C__Barney__Elizabeth_Cynthia_Barney_-58950_TheTaleof.txt-2,Buel Elizabeth C Barney Elizabeth Cynthia Barney ,
Buel__Elizabeth_C__Barney__Elizabeth_Cynthia_Barney_-58950_TheTaleof.txt-6,Buel Elizabeth C Barney Elizabeth Cynthia Barney ,
Buel__Elizabeth_C__Barney__Elizabeth_Cynthia_Barney_-58950_TheTaleof.txt-3,Buel Elizabeth C Barney Elizabeth Cynthia Barney ,
Youatt__William-9478_TheDog.txt-11,Youatt William,
Youatt__William-9478_TheDog.txt-14,Youatt William,
Youatt__William-9478_TheDog.txt-9,Youatt William,
Youatt__William-9478_TheDog.txt-7,Youatt William,
Harnack__Adolf_von-19613_HistoryofDogma.txt-7,Harnack Adolf von,
Harnack__Adolf_von-19613_HistoryofDogma.txt-15,Harnack Adolf von,
Harnack__Adolf_von-19613_HistoryofDogma.txt-11,Harnack Adolf von,
Andrews__Elisha_Benjamin-24023_Historyofthe.txt-0,Andrews Elisha Benjamin,
Andrews__Elisha_Benjamin-24023_Historyofthe.txt-7,Andrews Elisha Benjamin,
Andrews__Elisha_Benjamin-20925_Historyofthe.txt-0,Andrews Elisha Benjamin,
Andrews__Elisha_Benjamin-20925_Historyofthe.txt-19,Andrews Elisha Benjamin,
Cloud__D__C_-39095_Monopoliesandthe.txt-17,Cloud D C ,
Cloud__D__C_-39095_Monopoliesandthe.txt-7,Cloud D C ,
Cloud__D__C_-39095_Monopoliesandthe.txt-12,Cloud D C ,
Cloud__D__C_-39095_Monopoliesandthe.txt-6,Cloud D C ,
Cloud__D__C_-39095_Monopoliesandthe.txt-9,Cloud D C ,
Hunt__Bernice_Kohn__1920_-70047_Thepeacefulatom.txt-4,Hunt Bernice Kohn 1920 ,
Hunt__Bernice_Kohn__1920_-70047_Thepeacefulatom.txt-5,Hunt Bernice Kohn 1920 ,
Hunt__Bernice_Kohn__1920_-70047_Thepeacefulatom.txt-1,Hunt Bernice Kohn 1920 ,
Hunt__Bernice_Kohn__1920_-70047_Thepeacefulatom.txt-0,Hunt Bernice Kohn 1920 ,
Birrell__Augustine-37159_ResJudicatPapers.txt-13,Birrell Augustine,
Birrell__Augustine-37159_ResJudicatPapers.txt-1,Birrell Augustine,
Birrell__Augustine-37159_ResJudicatPapers.txt-11,Birrell Augustine,
Birrell__Augustine-37159_ResJudicatPapers.txt-2,Birrell Augustine,
Birrell__Augustine-21793_ObiterDictaSecond.txt-19,Birrell Augustine,
Fallgatter__Florence__1891_-36498_TheTeachingof.txt-0,Fallgatter Florence 1891 ,
Fallgatter__Florence__1891_-36498_TheTeachingof.txt-16,Fallgatter Florence 1891 ,
Fallgatter__Florence__1891_-36498_TheTeachingof.txt-12,Fallgatter Florence 1891 ,
Fallgatter__Florence__1891_-36498_TheTeachingof.txt-18,Fallgatter Florence 1891 ,
Fallgatter__Florence__1891_-36498_TheTeachingof.txt-9,Fallgatter Florence 1891 ,
Tebb__William-50460_PrematureBurialand.txt-15,Tebb William,
Tebb__William-50460_PrematureBurialand.txt-19,Tebb William,
Monro__Harold-51488_TheYearsat.txt-4,Monro Harold,
Monro__Harold-51488_TheYearsat.txt-3,Monro Harold,
Monro__Harold-51488_TheYearsat.txt-11,Monro Harold,
Buehler__Huber_Gray-12421_PracticalExercisesin.txt-3,Buehler Huber Gray,
Buehler__Huber_Gray-12421_PracticalExercisesin.txt-10,Buehler Huber Gray,
Buehler__Huber_Gray-12421_PracticalExercisesin.txt-5,Buehler Huber Gray,
Buehler__Huber_Gray-12421_PracticalExercisesin.txt-11,Buehler Huber Gray,
Roger__Charles__1819_-24550_TheRiseof.txt-3,Roger Charles 1819 ,
Roger__Charles__1819_-24550_TheRiseof.txt-15,Roger Charles 1819 ,
Roger__Charles__1819_-24550_TheRiseof.txt-9,Roger Charles 1819 ,
Roger__Charles__1819_-24550_TheRiseof.txt-7,Roger Charles 1819 ,
Roger__Charles__1819_-24550_TheRiseof.txt-13,Roger Charles 1819 ,
Francis__John_George-58235_BeachRamblesin.txt-4,Francis John George,
Francis__John_George-58235_BeachRamblesin.txt-8,Francis John George,
Francis__John_George-58235_BeachRamblesin.txt-10,Francis John George,
Francis__John_George-58235_BeachRamblesin.txt-2,Francis John George,
Francis__John_George-58235_BeachRamblesin.txt-0,Francis John George,
Burton__John_Hill-42843_LifeandCorrespondence.txt-8,Burton John Hill,
Burton__John_Hill-42843_LifeandCorrespondence.txt-7,Burton John Hill,
Burton__John_Hill-42843_LifeandCorrespondence.txt-9,Burton John Hill,
Burton__John_Hill-42843_LifeandCorrespondence.txt-17,Burton John Hill,
Bowen__Louise_de_Koven-60375_TheColoredPeople.txt-8,Bowen Louise de Koven,
Bowen__Louise_de_Koven-60375_TheColoredPeople.txt-2,Bowen Louise de Koven,
Bowen__Louise_de_Koven-60375_TheColoredPeople.txt-7,Bowen Louise de Koven,
Bowen__Louise_de_Koven-60375_TheColoredPeople.txt-6,Bowen Louise de Koven,
Bowen__Louise_de_Koven-60375_TheColoredPeople.txt-4,Bowen Louise de Koven,
Cannon__William_Austin-70581_Botanicalfeaturesof.txt-18,Cannon William Austin,
Cannon__William_Austin-70581_Botanicalfeaturesof.txt-9,Cannon William Austin,
Cannon__William_Austin-70581_Botanicalfeaturesof.txt-13,Cannon William Austin,
Cannon__William_Austin-70581_Botanicalfeaturesof.txt-10,Cannon William Austin,
Mortimore__D_-40443_TheSpiritof.txt-15,Mortimore D ,
Mortimore__D_-40443_TheSpiritof.txt-0,Mortimore D ,
Cox__Edward_W___Edward_William_-64610_Amonographon.txt-4,Cox Edward W  Edward William ,
Cox__Edward_W___Edward_William_-64610_Amonographon.txt-7,Cox Edward W  Edward William ,
Cox__Edward_W___Edward_William_-64610_Amonographon.txt-6,Cox Edward W  Edward William ,
Cox__Edward_W___Edward_William_-64610_Amonographon.txt-19,Cox Edward W  Edward William ,
Cox__Edward_W___Edward_William_-64610_Amonographon.txt-11,Cox Edward W  Edward William ,
Eddy__Mary_Baker-16624_NoandYes.txt-7,Eddy Mary Baker,
Eddy__Mary_Baker-16734_RetrospectionandIntrospection.txt-3,Eddy Mary Baker,
Eddy__Mary_Baker-16624_NoandYes.txt-3,Eddy Mary Baker,
Eddy__Mary_Baker-16734_RetrospectionandIntrospection.txt-13,Eddy Mary Baker,
Lang__Andrew-46480_MagicandReligion.txt-19,Lang Andrew,
Lang__Andrew-33260_CustomandMyth.txt-13,Lang Andrew,
Lang__Andrew-45363_TheSecretof.txt-4,Lang Andrew,
Lang__Andrew-45363_TheSecretof.txt-12,Lang Andrew,
Lang__Andrew-56613_HistoryofEnglish.txt-14,Lang Andrew,
Fairbanks__George_R___George_Rainsford_-37507_TheSpaniardsin.txt-1,Fairbanks George R  George Rainsford ,
Fairbanks__George_R___George_Rainsford_-37507_TheSpaniardsin.txt-5,Fairbanks George R  George Rainsford ,
Fairbanks__George_R___George_Rainsford_-37507_TheSpaniardsin.txt-11,Fairbanks George R  George Rainsford ,
Fairbanks__George_R___George_Rainsford_-37507_TheSpaniardsin.txt-19,Fairbanks George R  George Rainsford ,
Whitney__A__B_-53728_AsiaticCholeraA.txt-4,Whitney A B ,
Whitney__A__B_-53728_AsiaticCholeraA.txt-2,Whitney A B ,
Whitney__A__B_-53728_AsiaticCholeraA.txt-18,Whitney A B ,
Vizetelly__Frank_H_-48907_ADeskBookof.txt-9,Vizetelly Frank H ,
Arts_and_Crafts_Exhibition_Society-36250_ArtsandCrafts.txt-13,Arts and Crafts Exhibition Society,
Arts_and_Crafts_Exhibition_Society-36250_ArtsandCrafts.txt-19,Arts and Crafts Exhibition Society,
Arts_and_Crafts_Exhibition_Society-36250_ArtsandCrafts.txt-18,Arts and Crafts Exhibition Society,
Arts_and_Crafts_Exhibition_Society-36250_ArtsandCrafts.txt-7,Arts and Crafts Exhibition Society,
Lee__W__L__Melville__William_Lauriston_Melville_-46812_AHistoryof.txt-8,Lee W L Melville William Lauriston Melville ,
Lee__W__L__Melville__William_Lauriston_Melville_-46812_AHistoryof.txt-1,Lee W L Melville William Lauriston Melville ,
Lee__W__L__Melville__William_Lauriston_Melville_-46812_AHistoryof.txt-10,Lee W L Melville William Lauriston Melville ,
Lee__W__L__Melville__William_Lauriston_Melville_-46812_AHistoryof.txt-7,Lee W L Melville William Lauriston Melville ,
Lee__W__L__Melville__William_Lauriston_Melville_-46812_AHistoryof.txt-4,Lee W L Melville William Lauriston Melville ,
Rich__Walter_H___Walter_Herbert___1866_-15035_FishingGroundsof.txt-3,Rich Walter H  Walter Herbert  1866 ,
Rich__Walter_H___Walter_Herbert___1866_-15035_FishingGroundsof.txt-12,Rich Walter H  Walter Herbert  1866 ,
Rich__Walter_H___Walter_Herbert___1866_-15035_FishingGroundsof.txt-16,Rich Walter H  Walter Herbert  1866 ,
Wing__Kittridge_A_-49225_BandelierNationalMonument.txt-0,Wing Kittridge A ,
Wing__Kittridge_A_-49225_BandelierNationalMonument.txt-7,Wing Kittridge A ,
Wing__Kittridge_A_-49225_BandelierNationalMonument.txt-10,Wing Kittridge A ,
Wing__Kittridge_A_-49225_BandelierNationalMonument.txt-8,Wing Kittridge A ,
Wing__Kittridge_A_-49225_BandelierNationalMonument.txt-1,Wing Kittridge A ,
Arnoldson__K__P___Klas_Pontus_-52587_Paxmundi.txt-11,Arnoldson K P  Klas Pontus ,
Arnoldson__K__P___Klas_Pontus_-52587_Paxmundi.txt-4,Arnoldson K P  Klas Pontus ,
Arnoldson__K__P___Klas_Pontus_-52587_Paxmundi.txt-15,Arnoldson K P  Klas Pontus ,
Arnoldson__K__P___Klas_Pontus_-52587_Paxmundi.txt-3,Arnoldson K P  Klas Pontus ,
Hellman__Hal__1927_-65512_Lasers.txt-7,Hellman Hal 1927 ,
Hellman__Hal__1927_-65512_Lasers.txt-11,Hellman Hal 1927 ,
Hellman__Hal__1927_-65512_Lasers.txt-6,Hellman Hal 1927 ,
Hellman__Hal__1927_-65512_Lasers.txt-1,Hellman Hal 1927 ,
Hellman__Hal__1927_-65512_Lasers.txt-10,Hellman Hal 1927 ,
Thome__James_A___James_Armstrong_-70704_Prayerforthe.txt-7,Thome James A  James Armstrong ,
Thome__James_A___James_Armstrong_-70704_Prayerforthe.txt-1,Thome James A  James Armstrong ,
Thome__James_A___James_Armstrong_-70704_Prayerforthe.txt-3,Thome James A  James Armstrong ,
Thome__James_A___James_Armstrong_-70704_Prayerforthe.txt-5,Thome James A  James Armstrong ,
Thome__James_A___James_Armstrong_-70704_Prayerforthe.txt-0,Thome James A  James Armstrong ,
Sime__William-54115_Historyofthe.txt-12,Sime William,
Sime__William-54115_Historyofthe.txt-6,Sime William,
Jordan__David_Starr-51702_AGuideto.txt-11,Jordan David Starr,
Jordan__David_Starr-46614_AGuideto.txt-3,Jordan David Starr,
Jordan__David_Starr-46614_AGuideto.txt-17,Jordan David Starr,
Jordan__David_Starr-46614_AGuideto.txt-9,Jordan David Starr,
Jordan__David_Starr-46614_AGuideto.txt-11,Jordan David Starr,
Taylor__Norman-49211_BotanyTheScience.txt-15,Taylor Norman,
Taylor__Norman-49211_BotanyTheScience.txt-2,Taylor Norman,
Taylor__Norman-49211_BotanyTheScience.txt-4,Taylor Norman,
Taylor__Norman-49211_BotanyTheScience.txt-11,Taylor Norman,
Taylor__Norman-49211_BotanyTheScience.txt-16,Taylor Norman,
Rogers__Henry-15563_ReasonandFaith.txt-10,Rogers Henry,
Rogers__Henry-15563_ReasonandFaith.txt-18,Rogers Henry,
Rogers__Henry-15563_ReasonandFaith.txt-17,Rogers Henry,
Rogers__Henry-16866_TheEclipseof.txt-17,Rogers Henry,
Hartland__Edwin_Sidney-71107_Thelegendof.txt-6,Hartland Edwin Sidney,
Hartland__Edwin_Sidney-71107_Thelegendof.txt-13,Hartland Edwin Sidney,
Hartland__Edwin_Sidney-71107_Thelegendof.txt-4,Hartland Edwin Sidney,
Hartland__Edwin_Sidney-71107_Thelegendof.txt-15,Hartland Edwin Sidney,
Moodie__Susanna-8132_Lifeinthe.txt-19,Moodie Susanna,
Moodie__Susanna-8132_Lifeinthe.txt-0,Moodie Susanna,
Moodie__Susanna-4389_RoughingItin.txt-0,Moodie Susanna,
De_Morgan__Augustus-23100_ABudgetof.txt-17,De Morgan Augustus,
De_Morgan__Augustus-67017_Firstnotionsof.txt-3,De Morgan Augustus,
De_Morgan__Augustus-67017_Firstnotionsof.txt-0,De Morgan Augustus,
De_Morgan__Augustus-23100_ABudgetof.txt-4,De Morgan Augustus,
De_Morgan__Augustus-67017_Firstnotionsof.txt-5,De Morgan Augustus,
Stitt__E__R___Edward_Rhodes_-70667_Thediagnosticsand.txt-19,Stitt E R  Edward Rhodes ,
Stitt__E__R___Edward_Rhodes_-70667_Thediagnosticsand.txt-6,Stitt E R  Edward Rhodes ,
Stitt__E__R___Edward_Rhodes_-70667_Thediagnosticsand.txt-7,Stitt E R  Edward Rhodes ,
Stitt__E__R___Edward_Rhodes_-70667_Thediagnosticsand.txt-4,Stitt E R  Edward Rhodes ,
Stitt__E__R___Edward_Rhodes_-70667_Thediagnosticsand.txt-1,Stitt E R  Edward Rhodes ,
Labriola__Antonio-32644_Essaysonthe.txt-4,Labriola Antonio,
Labriola__Antonio-32644_Essaysonthe.txt-15,Labriola Antonio,
Labriola__Antonio-32644_Essaysonthe.txt-9,Labriola Antonio,
Labriola__Antonio-32644_Essaysonthe.txt-10,Labriola Antonio,
Labriola__Antonio-32644_Essaysonthe.txt-0,Labriola Antonio,
Saint_Simon__Louis_de_Rouvroy__duc_de-3872_MemoirsofLouis.txt-7,Saint Simon Louis de Rouvroy duc de,
Saint_Simon__Louis_de_Rouvroy__duc_de-3872_MemoirsofLouis.txt-5,Saint Simon Louis de Rouvroy duc de,
Saint_Simon__Louis_de_Rouvroy__duc_de-3872_MemoirsofLouis.txt-16,Saint Simon Louis de Rouvroy duc de,
Saint_Simon__Louis_de_Rouvroy__duc_de-3872_MemoirsofLouis.txt-1,Saint Simon Louis de Rouvroy duc de,
Saint_Simon__Louis_de_Rouvroy__duc_de-3872_MemoirsofLouis.txt-3,Saint Simon Louis de Rouvroy duc de,
Wyatt__Horace-56323_MotorTransportsin.txt-12,Wyatt Horace,
Wyatt__Horace-56323_MotorTransportsin.txt-8,Wyatt Horace,
Wyatt__Horace-56323_MotorTransportsin.txt-0,Wyatt Horace,
Wyatt__Horace-56323_MotorTransportsin.txt-6,Wyatt Horace,
Wyatt__Horace-56323_MotorTransportsin.txt-17,Wyatt Horace,
Roosevelt__Theodore-71581_Americanidealsand.txt-11,Roosevelt Theodore,
Roosevelt__Theodore-71581_Americanidealsand.txt-6,Roosevelt Theodore,
Roosevelt__Theodore-34135_ABookLoversHolidays.txt-7,Roosevelt Theodore,
Roosevelt__Theodore-37656_ThomasHartBenton.txt-8,Roosevelt Theodore,
Roosevelt__Theodore-64224_Americanproblems.txt-1,Roosevelt Theodore,
Spalding__John_Lancaster-34257_MeansandEnds.txt-3,Spalding John Lancaster,
Spalding__John_Lancaster-34257_MeansandEnds.txt-0,Spalding John Lancaster,
Spalding__John_Lancaster-34257_MeansandEnds.txt-14,Spalding John Lancaster,
Spalding__John_Lancaster-34257_MeansandEnds.txt-9,Spalding John Lancaster,
Spalding__John_Lancaster-34257_MeansandEnds.txt-7,Spalding John Lancaster,
Forbes_Lindsay__C__H___1860_-59985_CubaandHer.txt-8,Forbes Lindsay C H  1860 ,
Forbes_Lindsay__C__H___1860_-59985_CubaandHer.txt-19,Forbes Lindsay C H  1860 ,
Forbes_Lindsay__C__H___1860_-59985_CubaandHer.txt-7,Forbes Lindsay C H  1860 ,
Forbes_Lindsay__C__H___1860_-59985_CubaandHer.txt-3,Forbes Lindsay C H  1860 ,
Forbes_Lindsay__C__H___1860_-59985_CubaandHer.txt-0,Forbes Lindsay C H  1860 ,
Gore__George_William-64981_NegroJournalismAn.txt-7,Gore George William,
Gore__George_William-64981_NegroJournalismAn.txt-4,Gore George William,
Gore__George_William-64981_NegroJournalismAn.txt-2,Gore George William,
Gore__George_William-64981_NegroJournalismAn.txt-3,Gore George William,
Gore__George_William-64981_NegroJournalismAn.txt-1,Gore George William,
Rilke__Rainer_Maria-45605_AugusteRodin.txt-10,Rilke Rainer Maria,
Rilke__Rainer_Maria-45605_AugusteRodin.txt-4,Rilke Rainer Maria,
Rilke__Rainer_Maria-45605_AugusteRodin.txt-0,Rilke Rainer Maria,
Rilke__Rainer_Maria-45605_AugusteRodin.txt-1,Rilke Rainer Maria,
Rilke__Rainer_Maria-45605_AugusteRodin.txt-6,Rilke Rainer Maria,
Gibb__H__A__R___Hamilton_Alexander_Rosskeen_-61791_TheArabconquests.txt-1,Gibb H A R  Hamilton Alexander Rosskeen ,
Gibb__H__A__R___Hamilton_Alexander_Rosskeen_-61791_TheArabconquests.txt-12,Gibb H A R  Hamilton Alexander Rosskeen ,
Gibb__H__A__R___Hamilton_Alexander_Rosskeen_-61791_TheArabconquests.txt-5,Gibb H A R  Hamilton Alexander Rosskeen ,
Gibb__H__A__R___Hamilton_Alexander_Rosskeen_-61791_TheArabconquests.txt-11,Gibb H A R  Hamilton Alexander Rosskeen ,
Einstein__Albert-7333_SidelightsonRelativity.txt-0,Einstein Albert,
Einstein__Albert-66944_ThePrincipleof.txt-9,Einstein Albert,
Einstein__Albert-7333_SidelightsonRelativity.txt-3,Einstein Albert,
Einstein__Albert-66944_ThePrincipleof.txt-15,Einstein Albert,
Coker__R__E___Robert_Ervin_-43177_TheProtectionof.txt-3,Coker R E  Robert Ervin ,
Coker__R__E___Robert_Ervin_-43177_TheProtectionof.txt-7,Coker R E  Robert Ervin ,
Coker__R__E___Robert_Ervin_-43177_TheProtectionof.txt-4,Coker R E  Robert Ervin ,
Coker__R__E___Robert_Ervin_-43177_TheProtectionof.txt-6,Coker R E  Robert Ervin ,
Coker__R__E___Robert_Ervin_-43177_TheProtectionof.txt-2,Coker R E  Robert Ervin ,
Scott__Robert_Forsyth-27320_StJohnsCollege.txt-18,Scott Robert Forsyth,
Scott__Robert_Forsyth-27320_StJohnsCollege.txt-8,Scott Robert Forsyth,
Scott__Robert_Forsyth-27320_StJohnsCollege.txt-1,Scott Robert Forsyth,
Scott__Robert_Forsyth-27320_StJohnsCollege.txt-11,Scott Robert Forsyth,
Scott__Robert_Forsyth-27320_StJohnsCollege.txt-0,Scott Robert Forsyth,
McAllan__Alexander__1847_-34909_AncientChineseaccount.txt-3,McAllan Alexander 1847 ,
McAllan__Alexander__1847_-34909_AncientChineseaccount.txt-4,McAllan Alexander 1847 ,
McAllan__Alexander__1847_-34909_AncientChineseaccount.txt-18,McAllan Alexander 1847 ,
McAllan__Alexander__1847_-34909_AncientChineseaccount.txt-11,McAllan Alexander 1847 ,
Perry__John-34268_SpinningTops.txt-9,Perry John,
Perry__John-34268_SpinningTops.txt-12,Perry John,
Perry__John-34268_SpinningTops.txt-1,Perry John,
Perry__John-34268_SpinningTops.txt-4,Perry John,
Perry__John-34268_SpinningTops.txt-13,Perry John,
Galbraith__Anna_M___Anna_Mary___1859_-70797_Personalhygieneand.txt-2,Galbraith Anna M  Anna Mary  1859 ,
Galbraith__Anna_M___Anna_Mary___1859_-70797_Personalhygieneand.txt-4,Galbraith Anna M  Anna Mary  1859 ,
Galbraith__Anna_M___Anna_Mary___1859_-70797_Personalhygieneand.txt-19,Galbraith Anna M  Anna Mary  1859 ,
Galbraith__Anna_M___Anna_Mary___1859_-70797_Personalhygieneand.txt-18,Galbraith Anna M  Anna Mary  1859 ,
Galbraith__Anna_M___Anna_Mary___1859_-70797_Personalhygieneand.txt-1,Galbraith Anna M  Anna Mary  1859 ,
Hubble__Edwin-68428_Extragalacticnebulae.txt-9,Hubble Edwin,
Hubble__Edwin-68428_Extragalacticnebulae.txt-7,Hubble Edwin,
Hubble__Edwin-68428_Extragalacticnebulae.txt-6,Hubble Edwin,
Hubble__Edwin-68428_Extragalacticnebulae.txt-2,Hubble Edwin,
Fénelon__François_de_Salignac_de_La_Mothe_-11044_TheExistenceof.txt-1,Fénelon François de Salignac de La Mothe ,
Fénelon__François_de_Salignac_de_La_Mothe_-11044_TheExistenceof.txt-11,Fénelon François de Salignac de La Mothe ,
Fénelon__François_de_Salignac_de_La_Mothe_-11044_TheExistenceof.txt-9,Fénelon François de Salignac de La Mothe ,
Fénelon__François_de_Salignac_de_La_Mothe_-11044_TheExistenceof.txt-2,Fénelon François de Salignac de La Mothe ,
Fénelon__François_de_Salignac_de_La_Mothe_-11044_TheExistenceof.txt-12,Fénelon François de Salignac de La Mothe ,
Macy__John_Albert-38487_TheCriticalGame.txt-4,Macy John Albert,
Macy__John_Albert-38487_TheCriticalGame.txt-2,Macy John Albert,
Macy__John_Albert-38487_TheCriticalGame.txt-0,Macy John Albert,
Macy__John_Albert-38487_TheCriticalGame.txt-6,Macy John Albert,
Macy__John_Albert-38487_TheCriticalGame.txt-14,Macy John Albert,
Walsh__A_-52041_ScandinavianRelationswith.txt-3,Walsh A ,
Walsh__A_-52041_ScandinavianRelationswith.txt-19,Walsh A ,
Walsh__A_-52041_ScandinavianRelationswith.txt-1,Walsh A ,
Walsh__A_-52041_ScandinavianRelationswith.txt-5,Walsh A ,
Bennett__Edward_T_-31417_PsychicPhenomena.txt-14,Bennett Edward T ,
Bennett__Edward_T_-31417_PsychicPhenomena.txt-17,Bennett Edward T ,
Bennett__Edward_T_-31417_PsychicPhenomena.txt-12,Bennett Edward T ,
Bennett__Edward_T_-31417_PsychicPhenomena.txt-4,Bennett Edward T ,
Bennett__Edward_T_-31417_PsychicPhenomena.txt-11,Bennett Edward T ,
Maspero__G___Gaston_-17322_HistoryofEgypt.txt-16,Maspero G  Gaston ,
Maspero__G___Gaston_-17325_HistoryofEgypt.txt-14,Maspero G  Gaston ,
Maspero__G___Gaston_-17323_HistoryofEgypt.txt-19,Maspero G  Gaston ,
Maspero__G___Gaston_-17326_HistoryofEgypt.txt-9,Maspero G  Gaston ,
Murdoch__John-43568_Ethnologicalresultsof.txt-17,Murdoch John,
Murdoch__John-43568_Ethnologicalresultsof.txt-16,Murdoch John,
Murdoch__John-43568_Ethnologicalresultsof.txt-10,Murdoch John,
Murdoch__John-43568_Ethnologicalresultsof.txt-4,Murdoch John,
Murdoch__John-43568_Ethnologicalresultsof.txt-3,Murdoch John,
Arrhenius__Svante-58222_TheDestiniesof.txt-15,Arrhenius Svante,
Arrhenius__Svante-69022_Worldsinthe.txt-14,Arrhenius Svante,
Arrhenius__Svante-69022_Worldsinthe.txt-2,Arrhenius Svante,
Arrhenius__Svante-58222_TheDestiniesof.txt-7,Arrhenius Svante,
Arrhenius__Svante-69022_Worldsinthe.txt-1,Arrhenius Svante,
Houston__Edwin_J___Edwin_James_-43320_TheWonderBook.txt-2,Houston Edwin J  Edwin James ,
Houston__Edwin_J___Edwin_James_-43320_TheWonderBook.txt-4,Houston Edwin J  Edwin James ,
Houston__Edwin_J___Edwin_James_-43320_TheWonderBook.txt-1,Houston Edwin J  Edwin James ,
Houston__Edwin_J___Edwin_James_-43320_TheWonderBook.txt-11,Houston Edwin J  Edwin James ,
Houston__Edwin_J___Edwin_James_-43320_TheWonderBook.txt-7,Houston Edwin J  Edwin James ,
Du_Bois__W__E__B___William_Edward_Burghardt_-15359_TheNegro.txt-15,Du Bois W E B  William Edward Burghardt ,
Du_Bois__W__E__B___William_Edward_Burghardt_-15359_TheNegro.txt-3,Du Bois W E B  William Edward Burghardt ,
Du_Bois__W__E__B___William_Edward_Burghardt_-15359_TheNegro.txt-13,Du Bois W E B  William Edward Burghardt ,
Du_Bois__W__E__B___William_Edward_Burghardt_-15359_TheNegro.txt-5,Du Bois W E B  William Edward Burghardt ,
Du_Bois__W__E__B___William_Edward_Burghardt_-15359_TheNegro.txt-12,Du Bois W E B  William Edward Burghardt ,
Fergusson__James-55870_AHistoryof.txt-12,Fergusson James,
Fergusson__James-61178_HistoryofIndian.txt-12,Fergusson James,
Fergusson__James-55870_AHistoryof.txt-1,Fergusson James,
Fergusson__James-53578_TheMausoleumat.txt-0,Fergusson James,
Fergusson__James-61178_HistoryofIndian.txt-7,Fergusson James,
Ragozin__Zénaïde_A___Zénaïde_Alexeïevna_-24654_ChaldeaFromthe.txt-12,Ragozin Zénaïde A  Zénaïde Alexeïevna ,
Ragozin__Zénaïde_A___Zénaïde_Alexeïevna_-24654_ChaldeaFromthe.txt-10,Ragozin Zénaïde A  Zénaïde Alexeïevna ,
Ragozin__Zénaïde_A___Zénaïde_Alexeïevna_-24654_ChaldeaFromthe.txt-7,Ragozin Zénaïde A  Zénaïde Alexeïevna ,
Ragozin__Zénaïde_A___Zénaïde_Alexeïevna_-24654_ChaldeaFromthe.txt-13,Ragozin Zénaïde A  Zénaïde Alexeïevna ,
Ragozin__Zénaïde_A___Zénaïde_Alexeïevna_-24654_ChaldeaFromthe.txt-4,Ragozin Zénaïde A  Zénaïde Alexeïevna ,
Crozier__A__A___Arthur_Alger_-27862_TheCauliflower.txt-6,Crozier A A  Arthur Alger ,
Crozier__A__A___Arthur_Alger_-27862_TheCauliflower.txt-5,Crozier A A  Arthur Alger ,
Crozier__A__A___Arthur_Alger_-27862_TheCauliflower.txt-2,Crozier A A  Arthur Alger ,
Crozier__A__A___Arthur_Alger_-27862_TheCauliflower.txt-13,Crozier A A  Arthur Alger ,
Chandler__Henry_W___Henry_William_-37850_Remarksonthe.txt-16,Chandler Henry W  Henry William ,
Chandler__Henry_W___Henry_William_-37850_Remarksonthe.txt-10,Chandler Henry W  Henry William ,
Chandler__Henry_W___Henry_William_-37850_Remarksonthe.txt-15,Chandler Henry W  Henry William ,
Chandler__Henry_W___Henry_William_-37850_Remarksonthe.txt-17,Chandler Henry W  Henry William ,
